Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
170215,PROSPER 9 1,North Central,1,1,Closed,17.4000,1.35,17.45,17.40,1.35,Closed,0.00,0.00
130055,DUNCANVILLE 2 1,North Central,1,1,Closed,17.4000,5.00,18.10,17.40,5.00,Closed,0.00,0.00
120419,UNIVERSAL CITY 14 2,South Central,1,1,Closed,17.4000,5.30,18.19,17.40,5.30,Closed,0.00,0.00
250289,FAIRFIELD 4 1,East,1,1,Closed,17.4000,4.80,18.05,17.40,4.80,Closed,0.00,0.00
130127,COPPELL 1 2,North Central,1,3,Closed,17.4000,2.26,17.55,17.40,2.26,Closed,0.00,0.00
210303,CLIFTON 4 1,North Central,1,1,Closed,17.4000,3.09,17.67,17.40,3.09,Closed,0.00,0.00
140041,SCHULENBURG 1 1,South Central,1,1,Closed,17.4000,5.20,18.16,17.40,5.20,Closed,0.00,0.00
120199,HOBSON 3 2,South Central,1,1,Closed,17.3000,5.20,18.06,17.30,5.20,Closed,0.00,0.00
170446,GAINESVILLE 3 1,North,1,1,Closed,17.3000,5.60,18.18,17.30,5.60,Closed,0.00,0.00
130333,RED OAK 11 1,North Central,1,2,Closed,17.3000,7.00,18.66,17.30,7.00,Closed,0.00,0.00
140123,AUSTIN 32 1,South Central,1,1,Closed,17.3000,4.80,17.95,17.30,4.80,Closed,0.00,0.00
120378,SAN ANTONIO 45 1,South Central,1,1,Closed,17.3000,3.80,17.71,17.30,3.80,Closed,0.00,0.00
170123,PROSPER 5 1,North Central,1,1,Closed,17.3000,2.79,17.52,17.30,2.79,Closed,0.00,0.00
110562,WEST COLUMBIA 1 2,Coast,1,1,Closed,17.3000,5.00,18.01,17.30,5.00,Closed,0.00,0.00
160164,EDNA 5 1,Coast,1,1,Closed,17.3000,6.20,18.38,17.30,6.20,Closed,0.00,0.00
150105,PERRIN 1 1,North Central,1,1,Closed,17.3000,5.30,18.09,17.30,5.30,Closed,0.00,0.00
120203,HELOTES 3 1,South Central,1,1,Closed,17.3000,2.56,17.49,17.30,2.56,Closed,0.00,0.00
250301,NACOGDOCHES 4 1,East,1,1,Closed,17.3000,2.56,17.49,17.30,2.56,Closed,0.00,0.00
240277,HERMLEIGH 4 2,West,1,1,Closed,17.3000,3.76,17.70,17.30,3.76,Closed,0.00,0.00
240162,ABILENE 4 1,West,1,2,Closed,17.3000,3.80,17.71,17.30,3.80,Closed,0.00,0.00
220102,MIDLAND 15 1,Far West,1,1,Closed,17.2000,5.30,18.00,17.20,5.30,Closed,0.00,0.00
150384,SPRINGTOWN 4 1,North Central,1,1,Closed,17.2000,5.60,18.09,17.20,5.60,Closed,0.00,0.00
130305,CORSICANA 3 1,North Central,1,1,Closed,17.2000,5.70,18.12,17.20,5.70,Closed,0.00,0.00
111074,SPRING 33 1,Coast,1,1,Closed,17.2000,2.94,17.45,17.20,2.94,Closed,0.00,0.00
110538,LA PORTE 3 1,Coast,1,1,Closed,17.2000,2.41,17.37,17.20,2.41,Closed,0.00,0.00
270141,WIMBERLEY 2 2,South Central,1,1,Closed,17.2000,5.10,17.94,17.20,5.10,Closed,0.00,0.00
110473,WEBSTER 6 1,Coast,1,1,Closed,17.2000,5.30,18.00,17.20,5.30,Closed,0.00,0.00
180023,LAREDO 17 1,South,1,1,Closed,17.2000,4.33,17.74,17.20,4.33,Closed,0.00,0.00
260165,ARGYLE 4 1,North Central,1,1,Closed,17.2000,4.25,17.72,17.20,4.25,Closed,0.00,0.00
110759,KINGWOOD 7 1,Coast,1,1,Closed,17.2000,3.80,17.61,17.20,3.80,Closed,0.00,0.00
120305,SAN ANTONIO 27 1,South Central,1,1,Closed,17.2000,2.94,17.45,17.20,2.94,Closed,0.00,0.00
230116,NAVASOTA 3 1,East,1,1,Closed,17.1000,5.50,17.96,17.10,5.50,Closed,0.00,0.00
220100,MIDLAND 13 2,Far West,1,1,Closed,17.1000,2.71,17.31,17.10,2.71,Closed,0.00,0.00
110971,PINEHURST 4 2,Coast,1,1,Closed,17.1000,6.20,18.19,17.10,6.20,Closed,0.00,0.00
170160,FATE 2 1,North Central,1,1,Closed,17.1000,5.20,17.87,17.10,5.20,Closed,0.00,0.00
270090,SWEET HOME 5 1,South Central,1,1,Closed,17.1000,1.80,17.19,17.10,1.80,Closed,0.00,0.00
170144,AUBREY 3 1,North Central,1,1,Closed,17.1000,1.43,17.16,17.10,1.43,Closed,0.00,0.00
140098,AUSTIN 30 1,South Central,1,1,Closed,17.1000,0.90,17.12,17.10,0.90,Closed,0.00,0.00
210123,SAN SABA 2 1,West,1,1,Closed,17.0000,5.60,17.90,17.00,5.60,Closed,0.00,0.00
260091,GRANDVIEW 1 2,North Central,1,1,Closed,17.0000,5.30,17.81,17.00,5.30,Closed,0.00,0.00
140113,AUSTIN 31 1,South Central,1,1,Closed,17.0000,5.00,17.72,17.00,5.00,Closed,0.00,0.00
250006,MALAKOFF 1 1,East,1,1,Closed,17.0000,1.73,17.09,17.00,1.73,Closed,0.00,0.00
130062,DALLAS 10 1,North Central,1,1,Closed,17.0000,3.46,17.35,17.00,3.46,Closed,0.00,0.00
220113,BIG SPRING 6 1,Far West,1,1,Closed,17.0000,3.76,17.41,17.00,3.76,Closed,0.00,0.00
120008,LEAKEY 1 1,West,1,1,Closed,17.0000,3.24,17.31,17.00,3.24,Closed,0.00,0.00
120206,HELOTES 5 2,South Central,1,1,Closed,16.9000,3.09,17.18,16.90,3.09,Closed,0.00,0.00
130071,DALLAS 13 1,North Central,1,1,Closed,16.9000,4.25,17.43,16.90,4.25,Closed,0.00,0.00
140197,PFLUGERVILLE 7 1,South Central,1,1,Closed,16.9000,4.60,17.51,16.90,4.60,Closed,0.00,0.00
250334,LUFKIN 10 1,East,1,1,Closed,16.8000,5.30,17.62,16.80,5.30,Closed,0.00,0.00
120242,SAN ANTONIO 6 2,South Central,1,1,Closed,16.8000,5.80,17.77,16.80,5.80,Closed,0.00,0.00
140162,DEL VALLE 5 2,South Central,1,1,Closed,16.8000,4.80,17.47,16.80,4.80,Closed,0.00,0.00
150320,SOUTHLAKE 1 1,North Central,1,1,Closed,16.8000,4.80,17.47,16.80,4.80,Closed,0.00,0.00
130140,DUNCANVILLE 11 1,North Central,1,2,Closed,16.8000,7.00,18.20,16.80,7.00,Closed,0.00,0.00
190053,CHILLICOTHE 1 1,North,1,1,Closed,16.8000,5.10,17.56,16.80,5.10,Closed,0.00,0.00
210298,COMANCHE 3 1,North Central,1,1,Closed,16.8000,5.70,17.74,16.80,5.70,Closed,0.00,0.00
220117,ODESSA 17 1,Far West,1,1,Closed,16.8000,5.30,17.62,16.80,5.30,Closed,0.00,0.00
120361,BULVERDE 9 1,South Central,1,1,Closed,16.7000,1.88,16.81,16.70,1.88,Closed,0.00,0.00
170305,RICHARDSON 20 1,North Central,1,2,Closed,16.7000,2.26,16.85,16.70,2.26,Closed,0.00,0.00
150417,BRIDGEPORT 2 1,North Central,1,1,Closed,16.7000,4.70,17.35,16.70,4.70,Closed,0.00,0.00
200007,WESLACO 4 1,South,1,1,Closed,16.7000,5.90,17.71,16.70,5.90,Closed,0.00,0.00
250234,MINEOLA 5 2,East,1,1,Closed,16.6000,5.10,17.37,16.60,5.10,Closed,0.00,0.00
130203,DESOTO 3 1,North Central,1,2,Closed,16.6000,16.70,23.55,16.60,16.70,Closed,0.00,0.00
180035,BENAVIDES 1 1,South,1,1,Closed,16.6000,5.10,17.37,16.60,5.10,Closed,0.00,0.00
110925,WILLIS 4 1,Coast,1,1,Closed,16.6000,5.10,17.37,16.60,5.10,Closed,0.00,0.00
140172,MANCHACA 2 1,South Central,1,1,Closed,16.5000,3.39,16.84,16.50,3.39,Closed,0.00,0.00
140143,CEDAR PARK 7 2,South Central,1,1,Closed,16.5000,5.70,17.46,16.50,5.70,Closed,0.00,0.00
180037,REALITOS 1 1,South,1,2,Closed,16.5000,1.73,16.59,16.50,1.73,Closed,0.00,0.00
170307,PRINCETON 1 2,North Central,1,1,Closed,16.5000,3.31,16.83,16.50,3.31,Closed,0.00,0.00
150188,CROWLEY 2 1,North Central,1,1,Closed,16.5000,4.70,17.16,16.50,4.70,Closed,0.00,0.00
270158,SAN MARCOS 4 1,South Central,1,2,Closed,16.5000,2.41,16.68,16.50,2.41,Closed,0.00,0.00
120157,FREDERICKSBURG 8 1,West,1,1,Closed,16.5000,4.60,17.13,16.50,4.60,Closed,0.00,0.00
250337,LUFKIN 12 1,East,1,1,Closed,16.5000,2.79,16.73,16.50,2.79,Closed,0.00,0.00
260129,MANSFIELD 8 2,North Central,1,1,Closed,16.4000,5.30,17.24,16.40,5.30,Closed,0.00,0.00
170467,VAN ALSTYNE 2 1,North,1,1,Closed,16.4000,3.61,16.79,16.40,3.61,Closed,0.00,0.00
130094,DALLAS 16 1,North Central,1,1,Closed,16.4000,2.94,16.66,16.40,2.94,Closed,0.00,0.00
170185,SACHSE 5 1,North Central,1,1,Closed,16.4000,3.69,16.81,16.40,3.69,Closed,0.00,0.00
180047,ARTESIA WELLS 1 1,South,1,1,Closed,16.4000,2.26,16.55,16.40,2.26,Closed,0.00,0.00
240125,ANSON 1 1,West,1,2,Closed,16.4000,1.28,16.45,16.40,1.28,Closed,0.00,0.00
150107,HENRIETTA 1 1,North,1,1,Closed,16.3000,5.70,17.27,16.30,5.70,Closed,0.00,0.00
210143,HEWITT 2 1,North Central,1,2,Closed,16.3000,7.80,18.07,16.30,7.80,Closed,0.00,0.00
140050,LLANO 1 1,West,1,1,Closed,16.3000,5.20,17.11,16.30,5.20,Closed,0.00,0.00
200035,MISSION 6 1,South,1,1,Closed,16.3000,4.07,16.80,16.30,4.07,Closed,0.00,0.00
110845,SPRING 13 1,Coast,1,1,Closed,16.3000,2.86,16.55,16.30,2.86,Closed,0.00,0.00
170104,ADDISON 16 1,North Central,1,1,Closed,16.3000,5.00,17.05,16.30,5.00,Closed,0.00,0.00
160185,INGLESIDE 3 1,South,1,1,Closed,16.3000,2.71,16.52,16.30,2.71,Closed,0.00,0.00
250310,RUSK 4 1,East,1,1,Closed,16.3000,4.25,16.84,16.30,4.25,Closed,0.00,0.00
250317,ATHENS 3 1,East,1,1,Closed,16.3000,2.56,16.50,16.30,2.56,Closed,0.00,0.00
230231,COLLEGE STATION 9 1,East,1,1,Closed,16.3000,5.70,17.27,16.30,5.70,Closed,0.00,0.00
150207,FORT WORTH 7 1,North Central,1,1,Closed,16.3000,3.24,16.62,16.30,3.24,Closed,0.00,0.00
150218,FORT WORTH 15 1,North Central,1,1,Closed,16.3000,4.80,16.99,16.30,4.80,Closed,0.00,0.00
260125,CEDAR HILL 5 1,North Central,1,1,Closed,16.2000,5.00,16.95,16.20,5.00,Closed,0.00,0.00
120197,FLORESVILLE 3 1,South Central,1,1,Closed,16.2000,2.49,16.39,16.20,2.49,Closed,0.00,0.00
240151,LUEDERS 1 1,North Central,1,1,Closed,16.2000,4.25,16.75,16.20,4.25,Closed,0.00,0.00
170491,COMMERCE 3 1,North Central,1,1,Closed,16.2000,2.03,16.33,16.20,2.03,Closed,0.00,0.00
110923,FRESNO 6 1,Coast,1,1,Closed,16.2000,5.20,17.01,16.20,5.20,Closed,0.00,0.00
120243,UNIVERSAL CITY 9 1,South Central,1,1,Closed,16.2000,4.07,16.70,16.20,4.07,Closed,0.00,0.00
160151,CORPUS CHRISTI 17 1,South,1,1,Closed,16.2000,3.98,16.68,16.20,3.98,Closed,0.00,0.00
110316,BELLAIRE 3 1,Coast,1,1,Closed,16.2000,2.79,16.44,16.20,2.79,Closed,0.00,0.00
150209,FORT WORTH 9 1,North Central,1,1,Closed,16.2000,1.58,16.28,16.20,1.58,Closed,0.00,0.00
150197,BURLESON 6 1,North Central,1,1,Closed,16.1000,4.70,16.77,16.10,4.70,Closed,0.00,0.00
140295,MARBLE FALLS 5 1,South Central,1,1,Closed,16.1000,1.65,16.18,16.10,1.65,Closed,0.00,0.00
111342,LA PORTE 10 1,Coast,1,1,Closed,16.1000,8.00,17.98,16.10,8.00,Closed,0.00,0.00
240171,ABILENE 5 1,West,1,1,Closed,16.0000,1.43,16.06,16.00,1.43,Closed,0.00,0.00
130288,DALLAS 38 1,North Central,1,2,Closed,16.0000,2.11,16.14,16.00,2.11,Closed,0.00,0.00
120238,UNIVERSAL CITY 8 1,South Central,1,1,Closed,16.0000,5.30,16.85,16.00,5.30,Closed,0.00,0.00
240010,SONORA 1 1,West,1,1,Closed,16.0000,4.90,16.73,16.00,4.90,Closed,0.00,0.00
170225,CARROLLTON 13 1,North Central,1,2,Closed,16.0000,9.40,18.56,16.00,9.40,Closed,0.00,0.00
170138,CELINA 3 2,North Central,1,1,Closed,16.0000,1.88,16.11,16.00,1.88,Closed,0.00,0.00
260089,ALVARADO 1 2,North Central,1,1,Closed,16.0000,4.25,16.55,16.00,4.25,Closed,0.00,0.00
220090,ODESSA 14 1,Far West,1,1,Closed,15.9000,3.80,16.35,15.90,3.80,Closed,0.00,0.00
210135,WACO 6 1,North Central,1,1,Closed,15.9000,3.31,16.24,15.90,3.31,Closed,0.00,0.00
230212,NAVASOTA 4 1,East,1,1,Closed,15.8000,1.65,15.89,15.80,1.65,Closed,0.00,0.00
260043,GRAND PRAIRIE 11 2,North Central,1,2,Closed,15.8000,3.80,16.25,15.80,3.80,Closed,0.00,0.00
150205,FORT WORTH 5 1,North Central,1,1,Closed,15.8000,4.33,16.38,15.80,4.33,Closed,0.00,0.00
130315,BARRY 4 1,North Central,1,1,Closed,15.7000,3.39,16.06,15.70,3.39,Closed,0.00,0.00
220246,LAMESA 3 1,Far West,1,1,Closed,15.7000,5.30,16.57,15.70,5.30,Closed,0.00,0.00
120002,SABINAL 1 1,West,1,1,Closed,15.7000,4.80,16.42,15.70,4.80,Closed,0.00,0.00
110590,HOCKLEY 3 1,Coast,1,2,Closed,15.7000,11.50,19.46,15.70,11.50,Closed,0.00,0.00
111133,FRESNO 7 1,Coast,1,1,Closed,15.7000,4.50,16.33,15.70,4.50,Closed,0.00,0.00
110543,DEER PARK 6 1,Coast,1,1,Closed,15.7000,4.25,16.27,15.70,4.25,Closed,0.00,0.00
260180,HURST 8 1,North Central,1,1,Closed,15.7000,2.56,15.91,15.70,2.56,Closed,0.00,0.00
110477,FRIENDSWOOD 5 1,Coast,1,1,Closed,15.7000,2.18,15.85,15.70,2.18,Closed,0.00,0.00
110471,PEARLAND 6 1,Coast,1,1,Closed,15.7000,4.50,16.33,15.70,4.50,Closed,0.00,0.00
170224,FRISCO 8 1,North Central,1,1,Closed,15.7000,2.03,15.83,15.70,2.03,Closed,0.00,0.00
250272,MOUNT VERNON 2 1,East,1,2,Closed,15.7000,7.90,17.58,15.70,7.90,Closed,0.00,0.00
130012,SCURRY 1 1,North Central,1,1,Closed,15.7000,5.00,16.48,15.70,5.00,Closed,0.00,0.00
110378,CONROE 12 1,Coast,1,1,Closed,15.7000,1.88,15.81,15.70,1.88,Closed,0.00,0.00
250267,WINNSBORO 4 1,East,1,1,Closed,15.7000,2.64,15.92,15.70,2.64,Closed,0.00,0.00
120187,PLEASANTON 5 1,South,1,1,Closed,15.7000,3.76,16.14,15.70,3.76,Closed,0.00,0.00
120161,KERRVILLE 7 1,West,1,1,Closed,15.7000,4.25,16.27,15.70,4.25,Closed,0.00,0.00
120179,HONDO 9 1,South Central,1,1,Closed,15.7000,1.50,15.77,15.70,1.50,Closed,0.00,0.00
200086,LA BLANCA 2 1,South,1,1,Closed,15.7000,5.30,16.57,15.70,5.30,Closed,0.00,0.00
270107,MC QUEENEY 1 1,South Central,1,1,Closed,15.6000,5.30,16.48,15.60,5.30,Closed,0.00,0.00
130312,RED OAK 3 1,North Central,1,1,Closed,15.6000,3.39,15.96,15.60,3.39,Closed,0.00,0.00
190024,ESTELLINE 1 1,North,1,1,Closed,15.6000,3.89,16.08,15.60,3.89,Closed,0.00,0.00
170509,FORNEY 5 1,North Central,1,1,Closed,15.6000,5.30,16.48,15.60,5.30,Closed,0.00,0.00
170289,RICHARDSON 13 1,North Central,1,1,Closed,15.6000,1.43,15.67,15.60,1.43,Closed,0.00,0.00
170114,MCKINNEY 4 2,North Central,1,2,Closed,15.6000,7.70,17.40,15.60,7.70,Closed,0.00,0.00
230206,BRYAN 2 1,East,1,1,Closed,15.6000,5.50,16.54,15.60,5.50,Closed,0.00,0.00
111255,HOUSTON 49 1,Coast,1,1,Closed,15.5000,18.30,23.98,15.50,18.30,Closed,0.00,0.00
110131,SEALY 1 1,Coast,1,1,Closed,15.5000,2.56,15.71,15.50,2.56,Closed,0.00,0.00
210261,BELTON 4 1,North Central,1,1,Closed,15.5000,1.50,15.57,15.50,1.50,Closed,0.00,0.00
110393,BAYTOWN 4 2,Coast,1,2,Closed,15.5000,1.73,15.60,15.50,1.73,Closed,0.00,0.00
210297,DE LEON 3 1,North Central,1,1,Closed,15.5000,1.43,15.57,15.50,1.43,Closed,0.00,0.00
150274,ROANOKE 2 1,North Central,1,1,Closed,15.5000,3.09,15.81,15.50,3.09,Closed,0.00,0.00
130103,MESQUITE 10 2,North Central,1,2,Closed,15.5000,8.20,17.54,15.50,8.20,Closed,0.00,0.00
220112,BIG SPRING 5 1,Far West,1,1,Closed,15.4000,0.75,15.42,15.40,0.75,Closed,0.00,0.00
210129,WACO 2 2,North Central,1,1,Closed,15.4000,4.50,16.04,15.40,4.50,Closed,0.00,0.00
130221,LANCASTER 14 2,North Central,1,2,Closed,15.4000,4.60,16.07,15.40,4.60,Closed,0.00,0.00
180032,LAREDO 24 1,South,1,1,Closed,15.4000,3.98,15.91,15.40,3.98,Closed,0.00,0.00
260149,BEDFORD 4 1,North Central,1,1,Closed,15.4000,5.00,16.19,15.40,5.00,Closed,0.00,0.00
130045,BALCH SPRINGS 3 1,North Central,1,1,Closed,15.4000,3.98,15.91,15.40,3.98,Closed,0.00,0.00
150383,STEPHENVILLE 7 1,North Central,1,1,Closed,15.4000,2.71,15.64,15.40,2.71,Closed,0.00,0.00
110442,SEABROOK 1 3,Coast,1,1,Closed,15.4000,4.80,16.13,15.40,4.80,Closed,0.00,0.00
200137,SAN JUAN 6 1,South,1,1,Closed,15.3000,2.86,15.57,15.30,2.86,Closed,0.00,0.00
110013,HUNGERFORD 1 1,Coast,1,1,Closed,15.3000,3.54,15.70,15.30,3.54,Closed,0.00,0.00
230075,GIDDINGS 3 1,South Central,1,1,Closed,15.3000,2.18,15.45,15.30,2.18,Closed,0.00,0.00
170091,THE COLONY 2 1,North Central,1,1,Closed,15.3000,2.86,15.57,15.30,2.86,Closed,0.00,0.00
220116,ODESSA 16 1,Far West,1,1,Closed,15.3000,2.56,15.51,15.30,2.56,Closed,0.00,0.00
150300,FORT WORTH 20 2,North Central,1,2,Closed,15.3000,4.42,15.93,15.30,4.42,Closed,0.00,0.00
130255,DESOTO 28 1,North Central,1,2,Closed,15.2000,15.00,21.36,15.20,15.00,Closed,0.00,0.00
130149,ADDISON 1 1,North Central,1,1,Closed,15.2000,5.00,16.00,15.20,5.00,Closed,0.00,0.00
150391,WEATHERFORD 6 1,North Central,1,1,Closed,15.2000,3.54,15.61,15.20,3.54,Closed,0.00,0.00
170176,SACHSE 3 1,North Central,1,1,Closed,15.2000,2.79,15.45,15.20,2.79,Closed,0.00,0.00
110837,SPRING 9 1,Coast,1,2,Closed,15.2000,1.50,15.27,15.20,1.50,Closed,0.00,0.00
240173,GOODFELLOW AFB 4 1,West,1,1,Closed,15.2000,3.98,15.71,15.20,3.98,Closed,0.00,0.00
140086,AUSTIN 22 1,South Central,1,1,Closed,15.1000,0.83,15.12,15.10,0.83,Closed,0.00,0.00
230071,COLUMBUS 2 1,South Central,1,1,Closed,15.1000,5.20,15.97,15.10,5.20,Closed,0.00,0.00
210240,FLORENCE 4 1,South Central,1,1,Closed,15.1000,3.80,15.57,15.10,3.80,Closed,0.00,0.00
160066,INGLESIDE 1 1,South,1,1,Closed,15.1000,3.80,15.57,15.10,3.80,Closed,0.00,0.00
111023,WINNIE 1 2,Coast,1,1,Closed,15.1000,4.80,15.84,15.10,4.80,Closed,0.00,0.00
260071,MANSFIELD 4 1,North Central,1,1,Closed,15.1000,4.80,15.84,15.10,4.80,Closed,0.00,0.00
130073,MESQUITE 1 1,North Central,1,2,Closed,15.1000,5.60,16.10,15.10,5.60,Closed,0.00,0.00
170254,PLANO 13 1,North Central,1,1,Closed,15.1000,1.95,15.23,15.10,1.95,Closed,0.00,0.00
250114,GALLATIN 1 1,East,1,1,Closed,15.1000,2.56,15.32,15.10,2.56,Closed,0.00,0.00
230215,BRYAN 5 1,East,1,1,Closed,15.1000,1.88,15.22,15.10,1.88,Closed,0.00,0.00
130305,CORSICANA 3 1,North Central,1,2,Closed,15.0000,6.90,16.51,15.00,6.90,Closed,0.00,0.00
140132,AUSTIN 36 1,South Central,1,1,Closed,15.0000,5.00,15.81,15.00,5.00,Closed,0.00,0.00
210255,TROY 1 2,North Central,1,1,Closed,15.0000,1.88,15.12,15.00,1.88,Closed,0.00,0.00
120298,BULVERDE 5 1,South Central,1,1,Closed,15.0000,1.65,15.09,15.00,1.65,Closed,0.00,0.00
200016,WESLACO 6 1,South,1,1,Closed,15.0000,2.18,15.16,15.00,2.18,Closed,0.00,0.00
110129,BROOKSHIRE 1 1,Coast,1,2,Closed,15.0000,5.70,16.05,15.00,5.70,Closed,0.00,0.00
190065,HART 1 1,North,1,2,Closed,15.0000,7.30,16.68,15.00,7.30,Closed,0.00,0.00
130060,DALLAS 9 1,North Central,1,1,Closed,15.0000,3.46,15.39,15.00,3.46,Closed,0.00,0.00
170199,ALLEN 8 1,North Central,1,1,Closed,15.0000,4.25,15.59,15.00,4.25,Closed,0.00,0.00
110847,SPRING 14 1,Coast,1,1,Closed,15.0000,5.10,15.84,15.00,5.10,Closed,0.00,0.00
150157,NAVAL AIR STATION_ JRB 1 1,North Central,1,1,Closed,15.0000,3.98,15.52,15.00,3.98,Closed,0.00,0.00
220148,MC CAMEY 2 1,Far West,1,1,Closed,14.9000,5.40,15.85,14.90,5.40,Closed,0.00,0.00
110138,BAY CITY 4 1,Coast,1,1,Closed,14.9000,5.30,15.81,14.90,5.30,Closed,0.00,0.00
120284,SAN ANTONIO 23 1,South Central,1,1,Closed,14.9000,1.88,15.02,14.90,1.88,Closed,0.00,0.00
110530,TOMBALL 21 1,Coast,1,1,Closed,14.9000,5.10,15.75,14.90,5.10,Closed,0.00,0.00
170513,TERRELL 9 2,North Central,1,2,Closed,14.9000,10.20,18.06,14.90,10.20,Closed,0.00,0.00
170251,PLANO 11 1,North Central,1,1,Closed,14.9000,1.80,15.01,14.90,1.80,Closed,0.00,0.00
110821,RICHMOND 13 1,Coast,1,1,Closed,14.9000,1.88,15.02,14.90,1.88,Closed,0.00,0.00
160181,WOODSBORO 3 1,South,1,1,Closed,14.9000,3.31,15.26,14.90,3.31,Closed,0.00,0.00
110805,RICHMOND 1 1,Coast,1,1,Closed,14.9000,0.68,14.92,14.90,0.68,Closed,0.00,0.00
140095,AUSTIN 28 1,South Central,1,2,Closed,14.9000,7.40,16.64,14.90,7.40,Closed,0.00,0.00
150406,GRANBURY 7 1,North Central,1,1,Closed,14.9000,1.20,14.95,14.90,1.20,Closed,0.00,0.00
210182,NOLANVILLE 1 1,North Central,1,1,Closed,14.8000,0.98,14.83,14.80,0.98,Closed,0.00,0.00
110548,LA PORTE 6 1,Coast,1,1,Closed,14.8000,2.64,15.03,14.80,2.64,Closed,0.00,0.00
110965,PINEHURST 3 1,Coast,1,1,Closed,14.8000,2.79,15.06,14.80,2.79,Closed,0.00,0.00
140198,AUSTIN 48 1,South Central,1,1,Closed,14.8000,3.09,15.12,14.80,3.09,Closed,0.00,0.00
140191,PFLUGERVILLE 6 1,South Central,1,1,Closed,14.8000,3.61,15.23,14.80,3.61,Closed,0.00,0.00
230221,ROCKDALE 5 1,South Central,1,1,Closed,14.8000,5.30,15.72,14.80,5.30,Closed,0.00,0.00
150257,KELLER 3 1,North Central,1,1,Closed,14.8000,1.50,14.88,14.80,1.50,Closed,0.00,0.00
120154,BOERNE 7 1,South Central,1,1,Closed,14.8000,3.54,15.22,14.80,3.54,Closed,0.00,0.00
160145,ODEM 3 1,South,1,1,Closed,14.7000,1.73,14.80,14.70,1.73,Closed,0.00,0.00
200002,WESLACO 2 1,South,1,1,Closed,14.7000,5.00,15.53,14.70,5.00,Closed,0.00,0.00
110523,TOMBALL 17 1,Coast,1,1,Closed,14.7000,1.05,14.74,14.70,1.05,Closed,0.00,0.00
110520,SPRING 5 1,Coast,1,1,Closed,14.7000,1.80,14.81,14.70,1.80,Closed,0.00,0.00
130040,WILMER 2 2,North Central,1,2,Closed,14.7000,9.40,17.45,14.70,9.40,Closed,0.00,0.00
130303,FERRIS 2 1,North Central,1,1,Closed,14.6000,1.73,14.70,14.60,1.73,Closed,0.00,0.00
190043,SPUR 1 1,North,1,1,Closed,14.6000,4.60,15.31,14.60,4.60,Closed,0.00,0.00
130342,FORNEY 2 1,North Central,1,1,Closed,14.6000,3.54,15.02,14.60,3.54,Closed,0.00,0.00
270091,SHINER 4 1,South Central,1,1,Closed,14.6000,4.25,15.21,14.60,4.25,Closed,0.00,0.00
140145,PFLUGERVILLE 2 1,South Central,1,2,Closed,14.6000,1.80,14.71,14.60,1.80,Closed,0.00,0.00
111134,FRESNO 8 1,Coast,1,1,Closed,14.5000,1.28,14.56,14.50,1.28,Closed,0.00,0.00
130222,LANCASTER 15 1,North Central,1,2,Closed,14.5000,6.30,15.81,14.50,6.30,Closed,0.00,0.00
110453,LEAGUE CITY 2 1,Coast,1,1,Closed,14.5000,3.01,14.81,14.50,3.01,Closed,0.00,0.00
170090,ADDISON 11 1,North Central,1,1,Closed,14.5000,4.42,15.16,14.50,4.42,Closed,0.00,0.00
230241,TEAGUE 3 1,East,1,1,Closed,14.4000,5.10,15.28,14.40,5.10,Closed,0.00,0.00
210151,WACO 10 1,North Central,1,1,Closed,14.4000,3.16,14.74,14.40,3.16,Closed,0.00,0.00
120270,SAN ANTONIO 14 1,South Central,1,1,Closed,14.4000,1.73,14.50,14.40,1.73,Closed,0.00,0.00
170484,HOWE 3 1,North,1,2,Closed,14.4000,9.50,17.25,14.40,9.50,Closed,0.00,0.00
130135,COPPELL 5 1,North Central,1,2,Closed,14.4000,4.90,15.21,14.40,4.90,Closed,0.00,0.00
110932,WILLIS 7 1,Coast,1,1,Closed,14.4000,4.07,14.96,14.40,4.07,Closed,0.00,0.00
120377,HELOTES 16 1,South Central,1,1,Closed,14.4000,3.89,14.92,14.40,3.89,Closed,0.00,0.00
230223,BRYAN 9 1,East,1,1,Closed,14.4000,3.16,14.74,14.40,3.16,Closed,0.00,0.00
210261,BELTON 4 1,North Central,1,2,Closed,14.3000,1.95,14.43,14.30,1.95,Closed,0.00,0.00
150236,HALTOM CITY 7 1,North Central,1,1,Closed,14.3000,2.64,14.54,14.30,2.64,Closed,0.00,0.00
110550,DEER PARK 7 1,Coast,1,1,Closed,14.3000,0.68,14.32,14.30,0.68,Closed,0.00,0.00
260134,LILLIAN 4 2,North Central,1,1,Closed,14.3000,4.07,14.87,14.30,4.07,Closed,0.00,0.00
150238,KELLER 2 1,North Central,1,1,Closed,14.3000,4.80,15.08,14.30,4.80,Closed,0.00,0.00
260079,ARLINGTON 8 1,North Central,1,1,Closed,14.3000,3.09,14.63,14.30,3.09,Closed,0.00,0.00
170472,WHITESBORO 3 1,North,1,1,Closed,14.3000,4.90,15.12,14.30,4.90,Closed,0.00,0.00
170287,RICHARDSON 11 1,North Central,1,2,Closed,14.3000,5.70,15.39,14.30,5.70,Closed,0.00,0.00
